Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Marshal Masterson	bettertomorrow	marshal_masterson.png	Character	Monarchs	Veteran Thunder Soldier	4	fff	f	5					Unique. Ambush. Tactics. When this card ceases attacking, you may choose another Character that is still attacking. That Character gains Ambush until the end of the attack.	
Li Ting	bettertomorrow	li_ting.png	Character	Monarchs	King of the Fire Pagoda	6	fff	fmm	10					Unique. Damaged characters cannot intercept Fire characters you control. When this card turns to attack, target up to three Characters :: inflict 3 non-combat damage, divided any way you choose, on targets.	
Spirit Circle	bettertomorrow	spirit_circle.png	Edge	Monarchs	Edge	2		f						At the start of your turn put a "Spirit" Character token into play. It has a printed Fighting of 1 and a printed cost of [Mon]1.	
Vigilance	bettertomorrow	.png	Edge	Monarchs	Edge	3	ff							Unturned Characters you control gain +2 Fighting.	
Amnesty	bettertomorrow	amnesty.png	Event	Monarchs	Event	1	f							Return all States in play to their owners' hands.  Each owner gains power equal to the total cost of States returned to their hand.	
Vengeance in the Ashes	bettertomorrow	vengeance_in_the_ashes.png	Event	Monarchs	Fire Event	1	f							Choose a Character in your smoked pile, and target a Character :: Toast the chosen Character and inflict X non-combat damage on target. X = the toasted Character's printed Fighting.	
Tip of the Wedge	bettertomorrow	tip_of_the_wedge.png	Event	Monarchs	Event	0	ff							Target a Character :: Target gains Tactics and +1 combat damage until the end of the turn for every Character you control that shares a designator with target.	
Reveille	bettertomorrow	reveille.png	Event	Monarchs	Event	1	ff							Play when a Character you control enters combat. Choose one: gain 2 Power; or put a "Warrior" Character token into play. It has a printed Fighting of 2, Ambush and a printed cost of [Mon]2.	
Spiked War Rig	bettertomorrow	spiked_war_rig.png	State	Monarchs	State	3	f							Vehicle. Play on a Character. Subject gains +4 Fighting. When subject is about to enter combat with a Character inflict 2 non-combat damage on that Character.	
Charge!	bettertomorrow	charge.png	State	Monarchs	Thunder State	0	ff							Limited. Schtick. Play on a Site you control. At the start of your turn, you may skip your Main Shot :: Put a counter on this card. Turn :: Characters you control gain +X combat damage until the end of the turn. X = the number of counters on this card.	
Snow Shovel	bettertomorrow	snow_shovel.png	State	Monarchs	Ice State	1	ff							Weapon. When this card enters play, toast a Character in your smoked pile or toast this card. Subject Character gains +1 Fighting. Sacrifice:: Put a "Warrior" Character token into play. It has a printed Fighting of 2, Ambush and a printed cost of [Mon]2 .	
Soul Fire	bettertomorrow	soul_fire.png	State	Monarchs	Netherworld State	4	ff							Not cumulative. Play on a Character. Subject gains +5 Fighting and Loyalty. When an effect generated by a player removes one or more cards from any smoked pile and puts them into play, you may return one copy of this card to play on a legal subject.	
Facilitator	bettertomorrow	facilitator.png	Character	Unaligned	Netherworld Mediator	2		cmt	2					Play with the top card of your deck revealed. Once per Main Shot, you may play the revealed card ignoring one resource condition.	
Mr. Rhee	bettertomorrow	mr_rhee.png	Character	Unaligned	Tortured Supernatural Troubleshooter	3		m	3					Unique.  Loyalty.  Uncopyable.  Play during any Main Shot.  Whenever a Character Token enters play under another player’s control, put a token of the same description into play under your control.  When this card enters play, put an “Undead” character token into play under each player’s control.  They have a printed fighting of 1 and a printed cost of [Lot]1.	
Johann Bonengel	bettertomorrow	johann_bonengel.png	Character	Unaligned	Dis-Timed NeoBuro President	4		tt	6					Unique. Uncopyable. The number of sites you need for victory is reduced by one. When this card is smoked, you may toast two cards in your smoked pile :: shuffle this card back into your deck	
Curse of Binding	bettertomorrow	curse_of_binding.png	Event	Unaligned	Event	1	m							Choose a designator. Until the end of the turn, Characters with that designator cannot be turned.	
Reverse Engineering	bettertomorrow	reverse_engineering.png	Event	Unaligned	Event	0	t							Limited. Target a Character and choose a State in play. Target gains the effects of that State until the end of the turn.	
Salt Mine	bettertomorrow	salt_mine.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7			Limited. When an opponent who is closer to victory than you starts their main shot, you may either unturn this card or turn :: Gain 1 Power.	
IKTV Radio Outpost	bettertomorrow	iktv_radio_outpost.png	Site	Unaligned	Site	2		tt		1	6			Turn and flip a coin :: Heads : gain 1 power.	
Jacktown	bettertomorrow	jacktown.png	Site	Unaligned	Battleground Site	2				0	5			Unique. Any player who siezes this site gains 2 power. If this Site is in your front row, during your Main shot, turn and target two Characters from two different players :: they enter a Faceoff.  The Faceoff takes place at the location of this site.  The controller of the winner of the Faceoff gains one power.	
Valhalla	bettertomorrow	valhalla.png	Site	Unaligned	Site	3		c		2	8			Limited. Your hand size is -2. When you spend Power, you may draw cards equal to the amount of Power spent.	
Golden Sky Island	bettertomorrow	golden_sky_island.png	Site	Unaligned	Feng Shui Site	0				1	7			Turn in response to an effect that changes the target of an attack or would cause an attacker to cease attacking :: Cancel that effect.	
Wasteland Steppes	bettertomorrow	wasteland_steppes.png	Site	Unaligned	Feng Shui Site	0				1	7			Turn and target an Edge controlled by an opponent :: Cancel target until the end of the turn.	
Defence Perimeter	bettertomorrow	defence_perimeter.png	State	Unaligned	State	1								Crisis: 0. If you pay the Crisis cost, you may play this card during any Main Shot. Play on a Site. Subject and the Sites to subject's immediate left and right gain +3 Body and the designator Battleground.	
Specialist	bettertomorrow	specialist.png	State	Unaligned	State	1								Not cumulative. You must have at least 2 resources of the same faction to play this card. Play on a Character you own. Subject copies its own rules text.	
Chainsword	bettertomorrow	chainsword.png	State	Unaligned	Sword State	2								Weapon. Play on a Character. Subject gains + 4 Combat damage and Immunity to 0 cost cards.	
Brain-Tape	bettertomorrow	brain_tape.png	State	Unaligned	State	0	t							Play on a Character. Play during any Main Shot in response to a Character leaving play. Subject gains the rules text of the Character that left play.	
The Beast	bettertomorrow	the_beast.png	State	Unaligned	Tank State	4	tt							Unique. Vehicle. Play on a Character. Subject gains +5 Fighting and Toughness: 2. Turn this card and target a non-Unique Character at this location with Fighting of 3 or less :: Smoke target.	
