Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Battlechimp Potemkin	rainforestrumble	battlechimp_potemkin_2.png	Character	Jammers	Rainforest Ape Mastermind	4	{jam}{jam}{jam}	{jam}	6			Fixed	battlechimp potemkin rainforest ape mastermind	Unique. Independent. If you smoke a Site, toast your deck. When a Character you control inflicts combat damage on a Site, it also immediately inflicts an equal amount of combat damage on the Site directly behind it.	
C.I. Ape	rainforestrumble	c_i_ape_2.png	Character	Jammers	Rainforest Informant	4	{jam}{jam}	{jam}	6			Fixed	ci ape rainforest informant	Once per turn, when an opponent generates an effect that would gain or steal power, you may play an <Ape> card at -2 cost.	
The Organ Grinder	rainforestrumble	the_organ_grinder_1.png	Character	Jammers	Cannibal Monkey	5	{jam}{jam}{jam}	{jam}	9			Fixed	organ grinder cannibal monkey	Unique. Toast a <Monkey>, <Ape>, or <Simian> Character in your smoked pile :: Copy the rules text of the toasted card to this card until the end of the turn.	
Orango Tank	rainforestrumble	orango_tank_1.png	Character	Jammers	Ground-Assault Monkey	6	{jam}{jam}{jam}{tek}	{jam}{tek}	10			Fixed	orango tank ground assault monkey	Unique. Toughness: 1. All Characters at the location of the target of this card's attack must be be declared as interceptors.	
Potemkin's Alliance	rainforestrumble	potemkins_alliance_4.png	Edge	Jammers Four Monarchs Guiding Hand	Rainforest Edge	0	{jam}					Fixed	potemkin alliance rainforest	Limited. While playing <Rainforest> cards (including this one), you may substitute {jam}, {han}, or {mon} for their resource conditions. During your establishing shot this card generates one power if you have three or more different faction resources in your pool.  Turn and discard a <Rainforest> card :: Draw a card.	
Battle Scavenge	rainforestrumble	battle_scavenge_2.png	Event	Jammers	Event	0	{jam}{jam}					Fixed	battle scavenge	Choose a State in any smoked pile and target an attacking Character :: Return that state to play on target. Toast the State at the end of the attack.	
Gibbon Missile Crisis	rainforestrumble	gibbon_missile_crisis_1.png	Event	Jammers	Event	0	{jam}{jam}{jam}					Fixed	gibbon missile crisis	Limited. Play during your main shot and target an opponent :: Target may pay you a Power. If they do not, inflict 2 non-combat damage on each Site controlled by target.	
Fly, My Pretties!	rainforestrumble	fly_my_pretties_2.png	Event	Jammers	Weird Science Event	1	{jam}{jam}{tek}					Fixed	fly my pretty weird science	All <Monkey> and <Ape> Characters gain Stealth and Mobility until the end of turn. Until the end of the turn, when a <Monkey> or <Ape> is smoked inflict 1 non-combat damage on all cards at that card's last location.	
Potemkin's Last Charge	rainforestrumble	potemkins_last_charge_1.png	Event	Jammers	Event	2	{jam}{jam}{jam}					Fixed	potemkin last charge	Target an attacking Character :: Until the end of the turn, target gains +4 Fighting and Guts, and all other Characters you control inflict +1 combat damage on Sites	
Potemkin's Sanctuary	rainforestrumble	potemkins_sanctuary_2.png	Site	Jammers	Rainforest Site	2	{jam}	{jam}		1	6	Fixed	potemkin sanctuary rainforest	Unique. <Rainforest> cards gain Regenerate. Turn in response to an effect that would cancel one or more cards in play :: Cancel that effect.	
The Jade Ape	rainforestrumble	the_jade_ape_2.png	State	Jammers	State	2	{jam}{jam}					Fixed	jade ape	Unique. Subject Character gains Loyalty and +1 Fighting, and all other Characters you control that share a designator with Subject gain +1 Fighting.	
ColoBus	rainforestrumble	colobus_1.png	State	Jammers	Rainforest State	2	{jam}{jam}					Fixed	colo bu rainforest	Vehicle. Play on a Character. Subject gains +1 Fighting and Mobility. When subject is smoked by an opponent put X "Monkey" tokens into play. X=subject�s printed Fighting.	
Chi Clamp	rainforestrumble	chi_clamp_1.png	State	Jammers	State	0	{jam}{jam}{tek}					Fixed	chi clamp	Subject Site does not unturn during its controller's Establishing Shot.	
Itzcoliuhqui's Chosen	rainforestrumble	itzcoliuhquis_chosen_1.png	Character	Eaters of the Lotus	Undead Darkness Cultists	1		{lot}	1			Fixed	itzcoliuhqui chosen undead darkness cultist	Corrupted. Toast this card in your smoked pile :: Toast a non-foundation card in any smoked pile.	
Dark Stone Assassins	rainforestrumble	dark_stone_assassins_2.png	Character	Eaters of the Lotus	Silent Thorns	2		{lot}{mag}	2			Fixed	dark stone assassin silent thorn	Assassinate. You may sacrifice a Character to play this card at -1 cost. Upgrade: {lot}{lot}{lot}{mag}5: +5 Fighting, Lethal, and Unstoppable.	
Imperial Retainer	rainforestrumble	imperial_retainer_2.png	Character	Eaters of the Lotus	Eunuch Physician	1	{lot}	{lot}{mag}	1			Fixed	imperial retainer eunuch physician	When one or more cards you control uses Regenerate at the start of your turn, gain 1 power. Turn and maintain and target a Character :: Target gains Regenerate.	
Grave Tender	rainforestrumble	grave_tender_1.png	Character	Eaters of the Lotus	Necropolis Gardener	2	{lot}	{lot}	2			Fixed	grave tender necropolis gardener	When combat damage is inflicted on a Site at this location, put an "Undead" token into play. <Undead> Characters you control gain Corrupted.	
Santa Muerte	rainforestrumble	santa_muerte_2.png	Character	Eaters of the Lotus	Sinister Statue	2	{lot}{lot}{lot}	{lot}	2			Fixed	santa muerte sinister statue	Unique. Toughness: 1. Characters you control gains Stealth and Assassinate.	
Chupacabra	rainforestrumble	chupacabra_1.png	Character	Eaters of the Lotus	Goat-Sucking Demon	3	{lot}{lot}	{lot}	5			Fixed	chupacabra goat sucking demon	Corrupted. Cannot turn to heal. When a Character you control at this location would be smoked, you may toast that Character instead :: Heal this card.	
El Coco	rainforestrumble	el_coco_2.png	Character	Eaters of the Lotus	Ghost Bogeyman	3	{lot}{lot}	{lot}	3			Fixed	el coco ghost bogeyman	When an opponent plays a 0-cost card, you may return this card to play from your smoked pile. If an opponent controls a card with Corrupted damage on it, this card generates 1 power during your establishing shot.	
Gun Kai Cheng	rainforestrumble	gun_kai_cheng_1.png	Character	Eaters of the Lotus	Merchant of Evil	3	{lot}{lot}	{lot}{mag}	4			Fixed	gun kai cheng merchant evil	Unique.  Once during your Main Shot, you may play a {lot} or {mag} State from your hand on a Character you control at -2 cost. Inflict 1 Unstoppable, Corrupted non-combat damage on that Character.	
Imperial Agent	rainforestrumble	imperial_agent_1.png	Character	Eaters of the Lotus	Forbidden Principle Thorn	3	{lot}{lot}{mag}	{lot}	2			Fixed	imperial agent forbidden principle thorn	Regenerate. Corrupted. Sacrifice this card and target a Character :: Take control of target until the end of the turn.	
Magistrate Pang Yet Sung	rainforestrumble	magistrate_pang_yet_sung_2.png	Character	Eaters of the Lotus	Disgruntled Martial Artist	3	{lot}{lot}	{lot}{chi}	4			Fixed	magistrate pang yet sung disgruntled martial artist	Unique. Loyalty. When this card enters play, you may choose an Edge :: Smoke that Edge. +2 combat damage against non-Unique sites.	
Pishtaco	rainforestrumble	pishtaco_1.png	Character	Eaters of the Lotus	Vampire Demon	3	{lot}{lot}{mag}	{lot}{mag}	X			Fixed	pishtaco vampire demon	Regenerate. When you play this card, choose an opponent. X = the number of Characters controlled by the chosen player. When this card smokes a Character in combat it gains +1 Fighting until it leaves play.	
La Sayona	rainforestrumble	la_sayona_1.png	Character	Eaters of the Lotus	Scorned Ghost	4	{lot}{lot}{mag}	{lot}	6			Fixed	la sayona scorned ghost	Assassinate. Discard a card :: This card gains Stealth until the end of the turn.	
Massacooramaan	rainforestrumble	massacooramaan_1.png	Character	Eaters of the Lotus	Rainforest Demon	4	{lot}{lot}{lot}{mag}	{lot}{mag}	5			Fixed	massacooramaan rainforest demon	Ambush. Lethal.	
Walker of the Purple Twilight	rainforestrumble	walker_of_the_purple_twilight_1.png	Character	Eaters of the Lotus	Eunuch Sorcerers	4	{lot}{lot}	{lot}{mag}{mag}	6			Fixed	walker purple twilight eunuch sorcerer	When this card inflicts combat damage on a Character or Site you may target a Character or Site :: Inflict 1 Corrupted non-combat damage on target.	
Xin Ji Yang	rainforestrumble	xin_ji_yang_2.png	Character	Eaters of the Lotus	Returned Empress	4	{lot}{lot}{lot}{lot}{mag}	{lot}	7			Fixed	xin ji yang returned empress	Unique. Regenerate. Immunity to opponent's non-Character {mag} cards. When this card enters play, put an "Undead" token into play for each Edge in play.	
El Hombre Caim�n	rainforestrumble	el_hombre_caim_n_2.png	Character	Eaters of the Lotus	Darkness Horror	5	{lot}{lot}{lot}{mag}	{lot}{mag}	7			Fixed	el hombre caimn darkness horror	While this card is attacking, combat damage inflicted on this card is reduced to 0. When this card inflicts combat damage on an opponent's card, that opponent must discard 2 cards at random.	
Mapinguari	rainforestrumble	mapinguari_2.png	Character	Eaters of the Lotus	Fearsome Spirit	5	{lot}{lot}{lot}{mag}	{lot}	9			Fixed	mapinguari fearsome spirit	Uncopyable. When this card turns to attack, all Characters at the target of the attack's location must be declared as interceptors against "Mapinguari."	
Jueding Xiulan	rainforestrumble	jueding_xiulan_3.png	Character	Eaters of the Lotus	Gloating Eunuch Sorcerer	6	{lot}{lot}{lot}{lot}	{lot}{mag}{mag}	8			Fixed	jueding xiulan gloating eunuch sorcerer	Unique. When this card enters play <Eunuch> Characters you control gain +1 Fighting until they leave play. When you seize or burn a Site for victory, you may play this card at -X cost. X = the number of Sites you are away from Victory.	
Imperial Edict	rainforestrumble	imperial_edict_3.png	Edge	Eaters of the Lotus	Edge	1	{lot}{mag}					Fixed	imperial edict	Sacrifice X Characters :: Play a <Darkness> card at -X cost.	
Dimensional Prison	rainforestrumble	dimensional_prison_3.png	Edge	Eaters of the Lotus	Darkness Edge	2	{lot}{lot}{lot}{mag}					Fixed	dimensional prison darkness	Unique. Play during any Main Shot. When this card enters play, target a Unique Character :: Cancel target and place it under this card, target is not in play. Players cannot play or return to play cards with the same name as a card under this card. If this card leaves play, return target to it's owner's hand.	
Hemomantic Communion	rainforestrumble	hemomantic_communion_3.png	Edge	Eaters of the Lotus	Vampire Edge	2	{lot}{lot}					Fixed	hemomantic communion vampire	Turn when an attacking Character you control smokes a Character that the target of its attack :: Return the smoked Character to play under your control. Smoke that Character at the end of the turn.	
�Witness My Limitless Power!�	rainforestrumble	witness_my_limitless_power_3.png	Event	Eaters of the Lotus	Event	0	{lot}{lot}{lot}					Fixed	witness my limitless power	Limited. Play when you smoke an opponent's Character :: Gain 1 power. Gain an additional power if you now control the only Character with the highest Fighting.	
Petal's Knell	rainforestrumble	petals_knell_2.png	Event	Eaters of the Lotus	Event	1	{lot}{lot}					Fixed	petal knell	Limited. Put a "Thorn" token into play. Until the end of the turn, Characters may turn to attack other Characters as if they had Independent. You may declare a single attack that targets a Character this turn.	
Xitllali's Vengeance	rainforestrumble	xitllalis_vengeance_2.png	Event	Eaters of the Lotus	Event	1	{lot}					Fixed	xitllali vengeance	Until the end of the turn, damaged Characters cannot intercept or be declared as attackers.	
Dia de Los Difuntos	rainforestrumble	dia_de_los_difuntos_2.png	Event	Eaters of the Lotus	Event	1	{lot}{lot}{lot}{mag}					Fixed	dia de lo difuntos	Sacrifice X Characters :: Return <Ghost>, <Spirit>, or <Undead> Characters from your smoked pile to play with a total cost no greater than X + 2. Those characters cannot be sacrificed.	
Noche de Brujas	rainforestrumble	noche_de_brujas_2.png	Event	Eaters of the Lotus	Event	2	{lot}{lot}{mag}					Fixed	noche de brujas	Inflict one Unstoppable, Corrupted non-Combat damage on each Character in play. If this smokes one or more Characters, repeat this effect. Each repitition is considered a separate source of damage.	
Forbidden Principle Senshi Chamber	rainforestrumble	forbidden_principle_senshi_chamber_1.png	Site	Eaters of the Lotus	Site	2	{lot}{lot}{lot}			1	7	Fixed	forbidden principle senshi chamber	Unique. <Eunuch> and <Thorn> Characters you control gain Regenerate, Corrupted, and Assassinate. Turn and maintain and target a Character :: Target cannot heal.	
Shadow of Doubt	rainforestrumble	shadow_of_doubt_2.png	State	Eaters of the Lotus	Curse State	1	{lot}					Fixed	shadow doubt curse	Play during any Main Shot. Subject Character may only intercept as part of a chain. Subject may not be declared as the only attacker. When subject is smoked you may Reload this card.	
Rainforest Shaman	rainforestrumble	rainforest_shaman_1.png	Character	Four Monarchs	Thunder Mystic	2		{mon}{mag}	2			Fixed	rainforest shaman thunder mystic	Target a Character and sacrifice this card :: Target gains Ambush until the end of the turn. Upgrade: {mon}{mon}{mon}3: +1 Fighting and Ambush.	
Smoke Weaver	rainforestrumble	smoke_weaver_1.png	Character	Four Monarchs	Secret Fire Infiltrator	0	{mon}{mon}X	{mon}{chi}	X			Fixed	smoke weaver secret fire infiltrator	Tactics. Play during any main shot, including in response to an Event. If you played this card in response to an Event with a printed cost less than X, you may change the target(s) of that event to any new legal target(s). X must be at least 1.	
Rainforest Guardian	rainforestrumble	rainforest_guardian_1.png	Character	Four Monarchs	Vengeful Spirit	1	{mon}{mag}	{mon}	1			Fixed	rainforest guardian vengeful spirit	May attack during an opponent's turn. When an opponent declares an attack against a card you control, or targets a card you control with an Event, this card inflicts +2 combat damage until the end of the turn against cards controlled by that opponent .	
Amazon Swordswoman	rainforestrumble	amazon_swordswoman_1.png	Character	Four Monarchs	Rainforest Warrior	2	{mon}{mon}	{mon}	2			Fixed	amazon sword woman rainforest warrior	When this card enters combat with a Character, inflict X damage on that Character. X = the amount of power in the pool of that Character's controller.	
Golden Sky Guardians	rainforestrumble	golden_sky_guardians_1.png	Character	Four Monarchs	Righteous Thunder Warriors	3	{mon}{mon}	{mon}	4			Fixed	golden sky guardian righteous thunder warrior	Ambush against damaged Characters. Toughness: 1 against undamaged Characters.	
Kassandra	rainforestrumble	kassandra_1.png	Character	Four Monarchs	Thunder Warrior	3	{mon}{mon}{mon}	{mon}	4			Fixed	kassandra thunder warrior	Unique. Loyalty. Once per turn you may play a <Thunder> card at -1 cost. When an opponent's effect would toast one or more cards, you may toast a non-foundation card in that player's smoked pile.	
Rainforest Amazons	rainforestrumble	rainforest_amazons_2.png	Character	Four Monarchs	Thunder Warriors	3	{mon}	{mon}	3			Fixed	rainforest amazon thunder warrior	Ambush. Unstoppable. If an attack is declared against a Site you control and you had no Characters in play when the attack was declared, you may return exactly one "Rainforest Amazons" to play at the location of the attack.	
Brushfire Brigade	rainforestrumble	brushfire_brigade_1.png	Character	Four Monarchs	Fire Platoon	4	{mon}{mon}{mon}	{mon}	7			Fixed	brushfire brigade fire platoon	Tactics. Toughness: 1	
El Dorado's Golden Javelineers	rainforestrumble	el_dorados_golden_javelineers_2.png	Character	Four Monarchs	Rainforest Warriors	4	{mon}{mon}	{mon}	6			Fixed	el dorado golden javelineers rainforest warrior	Pay 1 power and target a Character at this location :: Inflict 3 non-combat damage on target.	
Saga North Storm	rainforestrumble	saga_north_storm_2.png	Character	Four Monarchs	Ice and Thunder Clone	4	{mon}{mon}{mon}	{mon}{mag}	6			Fixed	saga north storm ice thunder clone	Unique. Tactics. If this card is attacking, once per attack target a Character at this location :: Either heal 2 damage from target or target gains +2 combat damage until the end of the attack.	
Saint Khalkos	rainforestrumble	saint_khalkos_1.png	Character	Four Monarchs	Golden Herald of the Thunder King	5	{mon}{mon}	{mon}{mag}{mag}	9			Fixed	saint khalkos golden herald thunder king	Unique. Loyalty. Play only if you control a <Golden> card. Toughness 2 while undamaged. Ambush while damaged.	
Optoneira, Amazon Queen	rainforestrumble	optoneira_amazon_queen_1.png	Character	Four Monarchs	Rainforest Warrior	6	{mon}{mon}{mon}{mon}	{mon}{mag}	8			Fixed	optoneira amazon queen rainforest warrior	Unique. <Rainforest> and <Warrior> Characters you control gain Ambush and may turn to attack during an opponent's turn.	
Sacred Cairn	rainforestrumble	sacred_cairn_2.png	Edge	Four Monarchs	Edge	1	{mon}{mon}{mon}					Fixed	sacred cairn	Characters you control that do not share a title with any other Character you control gain +1 Fighting.	
Flashflood	rainforestrumble	flashflood_2.png	Event	Four Monarchs	Rainforest Event	0	{mon}					Fixed	flashflood rainforest	Target an opponent and turn X Characters you control :: Smoke any number of States controlled by target whose combined printed costs are less than X+2. (X may be zero.)	
Presence of Their Father	rainforestrumble	presence_of_their_father_2.png	Event	Four Monarchs	Netherworld Event	0	{mon}{mon}{mon}					Fixed	presence their father netherworld	Toast It. No Events may be played in response to this card. No more Events may be played this turn.	
Float Like A Butterfly	rainforestrumble	float_like_a_butterfly_1.png	Event	Four Monarchs	Event	1	{mon}{mon}					Fixed	float like butterfly	Limited. Target a character :: Target may declare one attack without turning this turn.	
Judgment of Thunder	rainforestrumble	judgment_of_thunder_2.png	Event	Four Monarchs	Righteous Event	1	{mon}{mon}{mon}					Fixed	judgment thunder righteous	Play when a <Thunder> Character you controlled was smoked in combat by an opponent's Character and target that Character :: Smoke target.	
Unrelenting Downpour	rainforestrumble	unrelenting_downpour_2.png	Event	Four Monarchs	Rainforest Event	1	{mon}{mon}{mon}					Fixed	unrelenting downpour rainforest	Inflict 1 non-combat Stun damage on all attacking Characters.	
Year of the Rabbit	rainforestrumble	year_of_the_rabbit_2.png	Event	Four Monarchs	Event	1	{mon}{mon}{mon}					Fixed	year rabbit	One-Shot. Play at the start of your Main Shot. Until the start of your next turn, attacks may not be declared.	
Year of the Tiger	rainforestrumble	year_of_the_tiger_2.png	Event	Four Monarchs	Event	3	{mon}{mon}{mon}					Fixed	year tiger	One-Shot. Play when you declare an attack. Your attacking characters do not need to turn to attack this attack.	
Lost Village	rainforestrumble	lost_village_1.png	Site	Four Monarchs	Rainforest Site	2		{mon}{mag}		1	6	Fixed	lost village rainforest	Once per turn, when a Character that is the subject of a State is smoked at this location, you may return that State to its owner's hand. Unique Characters are canceled while at this location.	
Gossamer Wings	rainforestrumble	gossamer_wings_1.png	State	Four Monarchs	Butterfly State	2	{mon}{mon}					Fixed	gossamer wing butterfly	Subject Character gains Mobility. Turn this card during an attack :: Unturn subject.	
Inky Pool Of Darkness	rainforestrumble	inky_pool_of_darkness_1.png	State	Four Monarchs	Netherworld State	2	{mon}{mon}{mag}					Fixed	inky pool darkness netherworld	Play on a Site. Characters you control attacking a target at subject�s location gain Assassinate and +2 combat damage. While you control only one attacker at this location, it gains Ambush.	
Arcane Geologist	rainforestrumble	arcane_geologist_2.png	Character	Purists	Esoteric Scientist	1		{pur}	1			Fixed	arcane geologist esoteric scientist	When this card enters play, put a counter on it for each site you control. Remove a counter and target a Site :: Target gains +1 Body until you lose control of it.	
Null Entity	rainforestrumble	null_entity_2.png	Character	Purists	Construct of the Void	1		{pur}	1			Fixed	null entity construct void	When this card is smoked, you may target a card at this card's last location :: Cancel target until the end of the turn.	
Twisted Villagers	rainforestrumble	twisted_villagers_2.png	Character	Purists	Changing Pawns	1		{pur}{mag}	1			Fixed	twisted villager changing pawn	Upgrade {pur}{pur}3: +2 Fighting and put a "Cultist" token into play.	
Deep Dweller	rainforestrumble	deep_dweller_2.png	Character	Purists	Siren Horror	2	{pur}	{pur}	2			Fixed	deep dweller siren horror	Sentinel. Turn and target an attacker that is not attacking this card :: Change the target of target's attack to this card.	
Tidal Horrors	rainforestrumble	tidal_horrors_2.png	Character	Purists	Deep Sea Spirits	2	{pur}	{pur}{mag}	2			Fixed	tidal horror deep sea spirit	At the end of your turn, place a counter on this card. If there are 4 or more counters on this card, remove all counters. This card gains +1 Fighting for each counter on this card.	
Dr. Celeste Carter	rainforestrumble	dr_celeste_carter_1.png	Character	Purists	Purist Strategist	3	{pur}{pur}	{pur}{mag}	4			Fixed	dr celeste carter purist strategist	Unique. Characters you control gain Sentinel and Assassinate. Turn and maintain an Edge and target a Character :: Target gains Toughness: 1.	
Twilit Trawler	rainforestrumble	twilit_trawler_2.png	Character	Purists	Deep Sea Spirit	3	{pur}{pur}	{pur}{mag}	3			Fixed	twilit trawler deep sea spirit	Mobility. Sentinel. +X combat damage. X = the total power generation of all Sites you control.	
Andrea Van de Graaf	rainforestrumble	andrea_van_de_graaf_2.png	Character	Purists	Purist High Sorceress	4	{pur}{pur}	{pur}{mag}	5			Fixed	andrea van de graaf purist high sorceress	Unique. Turn a {mag} card you control and target a Character :: Inflict 1 non-combat damage on target.	
Jeroen Becker	rainforestrumble	jeroen_becker_2.png	Character	Purists	Purist Mastermind	4	{pur}{pur}{pur}	{pur}{mag}	4			Fixed	jeroen becker purist mastermind	Unique. Your hand size is increased by the number of opponents. Decrease all opponents' hand size by 1. While all players have fewer cards in their hand than you, this cards gain +3 Fighting.	
Prime Mathemagician	rainforestrumble	prime_mathemagician_2.png	Character	Purists	Double-Entry Dynamo	4	{pur}{pur}{pur}	{pur}{mag}	5			Fixed	prime mathemagician double entry dynamo	Once per turn when a Character (including this card) is removed from play, you may target a Character controlled by a different player with the same printed cost :: Smoke target.	
Reinhardt Copperstone	rainforestrumble	reinhardt_copperstone_2.png	Character	Purists	Insane Mathemagician	4	{pur}{pur}{pur}	{pur}{mag}	6			Fixed	reinhardt copperstone insane mathemagician	Unique. Once per turn, you may give this card -1 Fighting until it leaves play :: Play a {mag} Event from your smoked pile at -1 cost. That event gains Toast It.	
Father of the Deep	rainforestrumble	father_of_the_deep_3.png	Character	Purists	Spirit of Hunger	6	{pur}{mag}{mag}{mag}	{pur}{mag}	8			Fixed	father deep spirit hunger	Unique. +1 Fighting for each Power-generating Site you control. When this card turns to attack, you may rearrange each opponent's Site structure. This cannot move a Site to a position that was not previously occupied. This may change the target of an attack.	
Cabal Rites	rainforestrumble	cabal_rites_1.png	Edge	Purists	Cultist Edge	1		{pur}				Fixed	cabal rite cultist	Your hand size is increased by one. Sacrifice this card and a Character :: Draw two cards then discard a card.	
Consensus Reality	rainforestrumble	consensus_reality_1.png	Edge	Purists	Edge	1	{pur}{pur}					Fixed	consensus reality	Turn 2 Characters or Sites you control :: Until the end of the turn, this card becomes a Character with a printed Fighting of 4. Place it at a location you control. (This card is still an Edge.)	
Fractal Remembrance	rainforestrumble	fractal_remembrance_1.png	Event	Purists	Event	0	{pur}{pur}	{pur}				Fixed	fractal remembrance	You may discard a card. Once per turn, when a Unique Character you control is smoked, you may Reload this card and put a Construct token into play.	
Magical Hats	rainforestrumble	magical_hats_2.png	Event	Purists	Event	0	{pur}{pur}					Fixed	magical hat	Play in response to an opponent's Event that targets a Character you control :: Put a "Construct" token into play and flip a coin.  Heads : Change the target of the Event to the "Construct" token.	
Oscillating Illusion	rainforestrumble	oscillating_illusion_1.png	Event	Purists	Mesmerizing Event	1	{pur}{pur}					Fixed	oscillating illusion mesmerizing	Until the end of the turn, cancel all Characters that share a designator with another Character.	
Paradox Minefield	rainforestrumble	paradox_minefield_2.png	Event	Purists	Event	1	{pur}{pur}					Fixed	paradox minefield	Target an attacking Character :: Inflict non-combat damage equal to target's cost on target, and then target ceases attacking.	
Oblation	rainforestrumble	oblation_1.png	Event	Purists	Cultist Event	2	{pur}{pur}					Fixed	oblation cultist	Target an opponent :: Target must sacrifice a Character. Put a "Cultist" token into play under your control.	
Undersea River	rainforestrumble	undersea_river_2.png	Site	Purists	Mysterious Site	1	{pur}	{pur}{mag}		1	5	Fixed	undersea river mysterious	This card cannot be played in your first column.	
Bioluminescent Bay	rainforestrumble	bioluminescent_bay_2.png	Site	Purists	Mysterious Site	2	{pur}{pur}	{pur}{mag}		X	6	Fixed	bioluminescent bay mysterious	X = the number of cards named "Bioluminescent Bay" that you control. When you play this card from your hand, you may search your deck for a "Bioluminescent Bay," reveal it, and add it to your hand.	
Devil's Cataract	rainforestrumble	devils_cataract_2.png	Site	Purists	Mysterious Feng Shui Site	2	{pur}{mag}	{pur}{mag}		1	9	Fixed	devil cataract mysterious	Unique. Turn, sacrifice a Character, and target a Site you control :: Damage inflicted on target by Characters with the same printed cost as the sacrificed Character is reduced to 0 until the end of the turn.	
Sky Mirror	rainforestrumble	sky_mirror_2.png	State	Purists	State of Paradox	1	{pur}{pur}{pur}					Fixed	sky mirror paradox	Uncopyable. Copy subject Site's rules text to itself.	
Cultist	rainforestrumble	cultist_1.png	Token	Purists		1	{pur}		1			Fixed	cultist	Token.	
Construct	rainforestrumble	construct_1.png	Token	Purists		2	{pur}		2			Fixed	construct	Token. Sentinel.	
Ninja Vatjob	rainforestrumble	ninja_vatjob_2.png	Character	Syndicate	Defrosted Cybernetic Martial Artist	2		{syn}{tek}{chi}	2			Fixed	ninja vatjob defrosted cybernetic martial artist	You may play this card during any main shot. Upgrade {syn}{tek}{tek}{tek}5: +5 Fighting and Ambush.	
Bithead	rainforestrumble	bithead_1.png	Character	Syndicate	Drone Pilot	1	{syn}	{syn}{tek}	1			Fixed	bithead drone pilot	When this card enters play, you may put a "Drone" token into play at this card's location.	
Kita Katzumi	rainforestrumble	kita_katzumi_1.png	Character	Syndicate	Corporate Fixer	2	{syn}{syn}	{syn}{tek}{chi}	2			Fixed	kita katzumi corporate fixer	Unique. Influence: 2. Once during each of your Main Shots, you may play a State from your smoked pile. States with a printed cost of 0 are +1 cost when played in this manner.	
Rainforest Sampler	rainforestrumble	rainforest_sampler_1.png	Character	Syndicate	Terraforming Investigator	2	{syn}	{syn}{tek}{chi}	2			Fixed	rainforest sampler terraforming investigator	Turn and maintain and target a Site :: Increase any number not written as words on target by one. Upgrade {syn}3: Increase all numbers instead of any number.	
Cartel Hitman	rainforestrumble	cartel_hitman_1.png	Character	Syndicate	Street Level Hood	3	{syn}{syn}	{syn}	4			Fixed	cartel hitman street level hood	Assassinate. When you smoke the target of an attack by inflicting combat damage, this card gains +1 Fighting until it leaves play.	
Troubleshooter	rainforestrumble	troubleshooter_2.png	Character	Syndicate	Corporate Executive	3	{syn}	{syn}{tek}	4			Fixed	troubleshooter corporate executive	Influence: 1. Turn at least 1 influence and choose Ambush, Toughness: 1, or Unstoppable :: Until the end of the turn, this card gains the chosen ability.	
Triad Protection Racket	rainforestrumble	triad_protection_racket_3.png	Character	Syndicate	Hood Muscle	3	{syn}{syn}{syn}	{syn}	3			Fixed	triad protection racket hood muscle	Toughness: X. When an opponent generates an effect that would gain or steal power outside of their Establishing shot, put a "Street Runner" token into play. X = the number of columns with a power generating site in your site structure.	
FIBUA Team	rainforestrumble	fibua_team_2.png	Character	Syndicate	Corporate Ninjas	4	{syn}{syn}{syn}	{syn}	2			Fixed	fibua team corporate ninja	+X Fighting. X = the number of locations in play.  Cannot be intercepted by cards controlled by opponents who control only one location.	
Mairax Cyber Security	rainforestrumble	mairax_cyber_security_1.png	Character	Syndicate	Ninja From Mars	4	{syn}{syn}	{syn}	6			Fixed	mairax cyber security ninja from mar	Tactics. Once during per your Main Shot, you may play a <Cyber> or {chi} State on this card at -1 cost.	
Metalhead Mechanic	rainforestrumble	metalhead_mechanic_3.png	Character	Syndicate	Augmented Assassin	4	{syn}{syn}{syn}	{syn}{tek}	5			Fixed	metalhead mechanic augmented assassin	Assassinate. Toughness: 2. When this card smokes the target of its attack, you may pay one power :: This card gains +2 Fighting until it leaves play and you may heal it.	
Ballerinas	rainforestrumble	ballerinas_1.png	Character	Syndicate	Corporate Assassins	5	{syn}{syn}{syn}	{syn}	8			Fixed	ballerina corporate assassin	Assassinate. Once per turn, when this card smokes a Character that was the target of its attack, you may unturn it.	
Silver Eyes	rainforestrumble	silver_eyes_2.png	Character	Syndicate	Cybernetic Ninja	5	{syn}{syn}{syn}{tek}	{syn}{tek}{chi}	8			Fixed	silver eye cybernetic ninja	Unique. Tactics. While this card is the only attacker, it gains Ambush. Upgrade {syn}{syn}{syn}{tek}6: +2 Fighting and Unstoppable.	
Terraforming Projects	rainforestrumble	terraforming_projects_3.png	Edge	Syndicate	Edge	1		{syn}				Fixed	terraforming project	Sacrifice :: Search your deck for a non-Unique Site, show it to your opponents, and add it to your hand.	
Tag 'em and Bag 'em	rainforestrumble	tag_em_and_bag_em_1.png	Edge	Syndicate	Edge	1	{syn}{syn}{tek}					Fixed	tag em bag	Turn and maintain and target a Character :: When target inflicts combat damage on a Feng Shui Site you control inflict 1 Unstoppable Corrupted non-combat damage on target. Upgrade {syn}{syn}{tek}{tek}{tek}2: Sacrifice and target a damaged Character :: Smoke target.	
