Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Quixotic Defense	yearofthegoat	quixotic_defense_yotg	Event	Guiding Hand	Event	0	{han}		0	0	0	Fixed	Quixotic Defense	Play when an attack that you intercepted ends successfully :: Gain 1 Power, or 2 Power if the attack was declared against an opponent.	
Rainforest Bridge	yearofthegoat	rainforest_bridge_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	6	Fixed	Rainforest Bridge	Limited. When 2 or more Characters are smoked at the same time, turn in response :: Gain 1 Power.	
Razor-Clad Fanatic	yearofthegoat	razor_clad_fanatic_yotg	Character	Jammers	Psychotic Cyborg	3	{jam}{jam}{tek}	{jam}{tek}	4	0	0	Fixed	Razor Clad Fanatic Psychotic Cyborg	Toughness: 1. Once per turn when damage to this card is reduced, you may target a Character or Site at this location :: Inflict 2 non-combat damage on target.	
Reformed Bandit	yearofthegoat	reformed_bandit_yotg	Character	Guiding Hand	Virtuous Hood	3	{han}	{han}	4	0	0	Fixed	Reformed Bandit Virtuous Virtuou Hood	Once per turn, when this card is about to enter combat with an opponent's Character, you may steal 1 Power from that opponent.	
Remix Artist	yearofthegoat	remix_artist_yotg	Character	Dragons	Hip-Hop Hacker	2	{dra}	{dra}{tek}	2	0	0	Fixed	Remix Artist Hip Hop Hacker	Turn, toast a card in your smoked pile, and choose an Event in your smoked pile :: Return the chosen Event to your hand.	
Remote Temple	yearofthegoat	remote_temple_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	7	Fixed	Remote Temple	If this card is in your back row and there are no Characters at this location, turn:: Play a Character at -1 cost.	
Renewal	yearofthegoat	renewal_yotg	Event	Chi	Event	2	{chi}		0	0	0	Fixed	Renewal	Heal all Sites in play. Then, turn all undamaged Feng Shui Sites controlled by their owners face down.	
Renewed Manifesto	yearofthegoat	renewed_manifesto_yotg	Event	Jammers	Event	0	{jam}		0	0	0	Fixed	Renewed Manifesto	Limited. Discard 3 cards :: Gain 1 Power. Reload: 1.	
Returning to Your Roots	yearofthegoat	returning_to_your_roots_yotg	State	Guiding Hand	Green State	1	{han}{han}		0	0	0	Fixed	Returning Your Roots Root Green	Play on a Character or Site. When this card enters play, heal subject and smoke all other states on subject. Subject cannot be the subject of other states.	
Rewired Robot	yearofthegoat	rewired_robot_yotg	Character	Dragons	Netherworld Android	1	{dra}{tek}	{dra}{tek}	1	0	0	Fixed	Rewired Robot Netherworld Android	Toughness: 1. +X combat damage while intercepting. X = the cost of the intercepted Character.	
River of Lights	yearofthegoat	river_of_lights_yotg	Site	Feng Shui Site	Netherworld Feng Shui Site	0			0	1	9	Fixed	River Lights Light Netherworld	Limited. Generates 1 additional Power if you have one or more Feng Shui Sites in your Burned for Victory pile.	
River's Path	yearofthegoat	rivers_path_yotg	Event	Guiding Hand	Event	1	{han}{han}{chi}		0	0	0	Fixed	River's River' Path	Discard your hand and target a Site you control :: Redirect all damage inflicted on target by a single source to any other card in play.	
Roar of the Lion	yearofthegoat	roar_of_the_lion_yotg	Character	Ascended	Lodge Enforcer	4	{asc}{asc}	{asc}	6	0	0	Fixed	Roar Lion Lodge Enforcer	This card gains +1 Fighting until it leaves play when a Character is smoked at this location.	
Robo-Bonobo	yearofthegoat	robo_bonobo_yotg	Character	Jammers	Cybernetic Ape	2		{jam}{tek}	2	0	0	Fixed	Robo Bonobo Cybernetic Ape	Unstoppable. Toughness: 1 while an opponent controls more Unique cards than you.	
Rocket Launcher	yearofthegoat	rocket_launcher_yotg	State	Unaligned	State	1			0	0	0	Fixed	Rocket Launcher	Weapon. Play on a Character. Sacrifice this card and target a Character or Site :: Inflict 3 non-combat damage on target.	
Salamalah Sade	yearofthegoat	salamalah_sade_yotg	Character	Four Monarchs	Fire Dervish	4	{mon}{mon}{mon}	{mon}	6	0	0	Fixed	Salamalah Sade Fire Dervish	Unique. Tactics. Once per turn, you may discard a card and target a Character at this location :: Inflict 2 non-combat damage on target.	
Scroll of Pain	yearofthegoat	scroll_of_pain_yotg	Event	Eaters of the Lotus	Event	0	{lot}{lot}{lot}		0	0	0	Fixed	Scroll Pain	Target a player. Choose 2 non-foundation cards in target's smoked pile :: Toast the chosen cards, and target discards 2 cards at random.	
Sea Turtle Cove	yearofthegoat	sea_turtle_cove_yotg	Site	Feng Shui Site	Beach Feng Shui Site	0			0	1	6	Fixed	Sea Turtle Cove Beach	Unique. Turn and maintain and target a Character you control :: Target gains Immunity to opponents’ Events.	
Serge Gardinier	yearofthegoat	serge_gardinier_yotg	Character	Ascended	Lodge Detective	2	{asc}	{asc}{chi}	2	0	0	Fixed	Serge Gardinier Lodge Detective	Unique. Characters you control gain Assassinate while attacking a damaged Character, and gain Ambush while in combat with a damaged Character.	
Shadowed	yearofthegoat	shadowed_yotg	State	Ascended	Cop State	0	{asc}{asc}		0	0	0	Fixed	Shadowed Cop	Play on a Character during any Main Shot. When subject is turned by an opponent or declared as an attacker by an opponent, you may choose one: gain 1 Power; or draw 2 cards.	
Shock Troops	yearofthegoat	shock_troops_yotg	Character	Four Monarchs	Thunder Scouts	1		{mon}	1	0	0	Fixed	Shock Troops Troop Thunder Scouts Scout	May not be the subject of States. Non-combat damage inflicted on opponents' Characters at this location is increased by 1.	
Sir James Lamb	yearofthegoat	sir_james_lamb_yotg	Character	Four Monarchs	Shogunate Yojimbo	3	{mon}{mon}	{mon}	4	0	0	Fixed	Sir James Jame Jam Lamb Shogunate Yojimbo	Unique. Toughness: 2 against combat damage. +2 damage against Characters.	
Sky Burial	yearofthegoat	sky_burial_yotg	Event	Chi	Event	0	{chi}{chi}		0	0	0	Fixed	Sky Burial	Toast a Character in your smoked pile :: Gain X Power. X = half the cost of the toasted Character (rounded down).	
Snap of the Crocodile	yearofthegoat	snap_of_the_crocodile_yotg	Character	Ascended	Lodge Mugger	3	{asc}	{asc}{chi}	4	0	0	Fixed	Snap Crocodile Lodge Mugger	When this card comes into play, target an opponent :: Reveal the top 5 cards of target's deck. You may play one such card at -1 cost and ignoring resource conditions. Reshuffle.	
Song of the Nightingale	yearofthegoat	song_of_the_nightingale_yotg	Event	Chi	Event	1	{chi}		0	0	0	Fixed	Song Nightingale	Target a damaged Character and a damaged Site :: Heal targets.	
Sonic Boomer	yearofthegoat	sonic_boomer_yotg	State	Jammers	State	2	{jam}{jam}		0	0	0	Fixed	Sonic Boomer	Weapon. Play on a Character. Subject Character gains +5 combat damage. When this card is smoked, inflict 2 non-combat damage on every damaged card in play.	
Sorcerous Return	yearofthegoat	sorcerous_return_yotg	Event	Eaters of the Lotus	Event	2	{lot}		0	0	0	Fixed	Sorcerous Sorcerou Return	Choose a Character in any smoked pile :: Return the chosen Character to play under your control. Toast that Character at the end of the turn.	
Spirit in a Bottle	yearofthegoat	spirit_in_a_bottle_yotg	Event	Magic	Event	0	{mag}{mag}		0	0	0	Fixed	Spirit Bottle	Play at the start of your turn. Gain 2 Power if an opponent controls more Characters than you. Other Events you play during this Establishing Shot generate no Power.	
Spontaneous Combustion	yearofthegoat	spontaneous_combustion_yotg	Event	Four Monarchs	Fire Event	0	{mon}{mon}{mag}		0	0	0	Fixed	Spontaneous Spontaneou Combustion Fire	Target a Character :: Target takes 2 non-combat damage. When a <Fire> card you control is smoked, you may Reload this card.	
Stone Gargoyle	yearofthegoat	stone_gargoyle_yotg	Character	Eaters of the Lotus	Guardian Demon	1		{lot}{mag}	1	0	0	Fixed	Stone Gargoyle Guardian Demon	Toughness: 1 while not attacking. Cannot turn to change location.	
Sublime Melancholy	yearofthegoat	sublime_melancholy_yotg	State	Eaters of the Lotus	Darkness State	2	{lot}{mag}		0	0	0	Fixed	Sublime Melancholy Darkness Darknes	Play on a Character. Subject gains -2 Fighting and inflicts -2 damage. When this card is smoked, each player must sacrifice a Character.	
Sulphurous Cenote	yearofthegoat	sulphurous_cenote_yotg	Site	Feng Shui Site	Netherworld Feng Shui Site	0			0	1	7	Fixed	Sulphurous Sulphurou Cenote Netherworld	Turn and maintain and target a back-row Site :: Cancel target.	
Surfeit of Minions	yearofthegoat	surfeit_of_minions_yotg	Event	Eaters of the Lotus	Event	0	{lot}{lot}{lot}	{lot}{mag}	0	0	0	Fixed	Surfeit Minions Minion	Play when you control more cards than any other player. Toast X cards you control :: Gain X Power.	
Tai Chi Ascension	yearofthegoat	tai_chi_ascension_yotg	Event	Dragons	Event	0	{dra}{dra}{dra}		0	0	0	Fixed	Tai Chi Ascension	Limited. Fill your hand to your maximum hand size. You cannot discard until the end of the turn after this one.	
Tears of Hsi-Ho	yearofthegoat	tears_of_hsi_ho_yotg	Event	Four Monarchs	Fire Event	2	{mon}{mon}{mon}		0	0	0	Fixed	Tears Tear Hsi Ho Fire	Target up to 3 Characters :: Inflict non-combat damage on each target equal to the number of cards in that target's controller's hand.	
The Blackboard	yearofthegoat	the_blackboard_yotg	Site	Feng Shui Site	Netherworld Feng Shui Site	0			0	1	5	Fixed	The Blackboard Netherworld	Unique. Once per turn, choose another card at this location :: Raise or lower by one any number not written as words on the chosen card until the end of turn. This cannot change a number to less than one.	
The Eastern King	yearofthegoat	the_eastern_king_yotg	Character	Ascended	Lodge Mastermind	7	{asc}{asc}{asc}{asc}	{asc}	11			Promo	the eastern king lodge mastermind	Unique. Uncopyable. Not a legal target for Events. When you play him, and at the start of each turn, he gains the rules text of target <Lodge> Character until the target leaves play or the end of the turn.	
The Junkyard	yearofthegoat	the_junkyard_yotg	Site	Unaligned	Netherworld Site	3		{mag}{tek}{chi}			9	Promo	the junkyard netherworld	Unique. Turn the Junkyard during an attack that targets a card at this location :: Play a Character or a Weapon, Vehicle or {tek} State at -1 cost.	
The Leashed	yearofthegoat	the_leashed_yotg	Character	Eaters of the Lotus	Uncontrollable Demon	3	{lot}{lot}{lot}{mag}	{lot}	7	0	0	Fixed	The Leashed Uncontrollable Demon	Unique. Cannot be sacrificed. When a player smokes this card by inflicting damage, return this card to play under that player's control.	
The Legacy of Shaolin	yearofthegoat	the_legacy_of_shaolin_yotg	Character	Guiding Hand	Secret Warriors	6	{han}{han}{han}	{han}{chi}	10	0	0	Fixed	The Legacy Shaolin Secret Warriors Warrior	Unique. While this card is unturned, {han} Characters you control gain Immunity to opponents' Events. If this card is turned at the end of any Main Shot, heal this card.	
The Leong Brothers	yearofthegoat	the_leong_brothers_yotg	Character	Dragons	Twin Heroes	4	{dra}{dra}{dra}	{dra}	6	0	0	Fixed	The Leong Brothers Brother Twin Heroes Heroe Hero	Unique. Unstoppable. Toughness: 1. When this card is smoked, you may return it to play with -3 Fighting and Toast It.	
The Mantle	yearofthegoat	the_mantle_yotg	Character	Eaters of the Lotus	Fire Demon	6	{lot}{lot}{lot}{mag}	{lot}	11	0	0	Fixed	The Mantle Fire Demon	Unique. Regenerate. When damage is inflicted on this card, inflict an equal amount of non-combat damage on each other Character at this location.	
Tom Baxter	yearofthegoat	tom_baxter_yotg	Character	Dragons	Boxing Instructor	4	{dra}{dra}{dra}	{dra}	6	0	0	Fixed	Tom Baxter Boxing Instructor	Unique. Guts. Damaged Characters you control gain +1 Fighting and Unstoppable.	
Touch of the Abyss	yearofthegoat	touch_of_the_abyss_yotg	Event	Eaters of the Lotus	Event	1	{lot}		0	0	0	Fixed	Touch Abyss Abys	Target a Character :: Target gains Lethal until the end of the turn.	
Tranquil Peaks	yearofthegoat	tranquil_peaks_yotg	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Fixed	Tranquil Peaks Peak	Turn :: All players gain 1 Power.	
Tunnel Fighter	yearofthegoat	tunnel_fighter_yotg	Character	Jammers	Underground Warrior	1		{jam}	1	0	0	Fixed	Tunnel Fighter Underground Warrior	If this card is in your smoked pile when an attack is declared against a card you control by a player who is at least as close to victory as you, flip a coin. Heads: return this card to play.	
Turf War	yearofthegoat	turf_war_yotg	Edge	Dragons	Edge	1	{dra}{dra}		0	0	0	Fixed	Turf War	Limited. Characters you control gain Toughness: 1 for each card in your Burned for Victory pile.	
Twenty Lashes	yearofthegoat	twenty_lashes_yotg	Event	Four Monarchs	Event	1	{mon}{mon}		0	0	0	Fixed	Twenty Lashes Lashe Lash	Target a Character :: Inflict 3 Unstoppable non-combat damage on target. Target gains +3 Fighting until it leaves play.	
Twin Thunders	yearofthegoat	twin_thunders_yotg	Event	Four Monarchs	Event	0	{mon}{mon}		0	0	0	Fixed	Twin Thunders Thunder	Play in response to an Event :: Put this card face up in front of you, and copy the rules text of that Event onto this card. You may play this card as if it were in your hand. Toast this card at the end of the turn if it is unplayed.	
Undisturbed Meditation	yearofthegoat	undisturbed_meditation_yotg	Edge	Guiding Hand	Edge	1	{han}{han}		0	0	0	Fixed	Undisturbed Meditation	Limited. Your hand size is increased by 1. You may sacrifice this card in response to an Event :: Cancel that Event.	
Up Before Breakfast	yearofthegoat	up_before_breakfast_yotg	State	Dragons	Sunshine State	2	{dra}		0	0	0	Fixed	Up Before Breakfast Sunshine	Play on a Character. Subject gains +1 Fighting. Turn this card :: Unturn subject.	
Viking Burial	yearofthegoat	viking_burial_yotg	Event	Four Monarchs	Event	0	{mon}{mon}		0	0	0	Fixed	Viking Burial	Toast It. Toast a Character in your smoked pile and a State in your smoked pile :: Gain 2 Power.	
Village Defenders	yearofthegoat	village_defenders_yotg	Character	Guiding Hand	Green Principle Peasants	1		{han}	1	0	0	Fixed	Village Defenders Defender Green Principle Peasants Peasant	Turn and maintain and target a Character :: Target gains Toughness: 2 against non-combat damage.	
Wei Tian	yearofthegoat	wei_tian_yotg	Character	Guiding Hand	Defender of the Green Principle	3	{han}	{han}	4	0	0	Fixed	Wei Tian Defender Green Principle	Unique. Turn and maintain and target a Character :: Target gains Toughness: 2.	
Weird Scientist	yearofthegoat	weird_scientist_yotg	Character	Jammers	Crazy Techie	1	{jam}	{jam}{tek}	1	0	0	Fixed	Weird Scientist Crazy Techie	The printed Body of Sites at this location is considered to be equal to the number of letters in the first word of their titles.	
White Wolf	yearofthegoat	white_wolf_yotg	Character	Four Monarchs	Ice Spirit	3	{mon}{mag}{mag}	{mon}	4	0	0	Fixed	White Wolf Ice Spirit	Loyalty. When this card enters play, you may choose a State in any smoked pile and target another Character that is a legal subject for that State :: Return the State to play on target.	
William Franklin	yearofthegoat	william_franklin_yotg	Character	Four Monarchs	Thunder Soldier	5	{mon}{mon}{mon}{mon}	{mon}	8	0	0	Fixed	William Franklin Thunder Soldier	Unique. Ambush. You may Reload this card when you play a <Thunder> Event.	
Wired to Blow	yearofthegoat	wired_to_blow_yotg	Edge	Jammers	Fire-Fight Edge	0	{jam}{jam}		0	0	0	Fixed	Wired Blow Fire Fight	Limited. When a Character you control leaves play, you may target a non-{jam} Character :: Inflict 1 non-combat damage on target.	
Yanuario Garcia	yearofthegoat	yanuario_garcia_yotg	Character	Ascended	Transformed Arms Dealer	5	{asc}{asc}	{asc}{chi}	8	0	0	Fixed	Yanuario Garcia Transformed Arms Arm Dealer	Unique. Any player may pay 1 Power :: Characters controlled by that player gain +1 combat damage until the end of the turn, and this card gains +1 Fighting until it leaves play.	
Yanyeudao Blade	yearofthegoat	yanyeudao_blade_yotg	State	Guiding Hand	Sword State	2	{han}{han}		0	0	0	Fixed	Yanyuedao Blade Sword	Weapon. Play on a Character during any Main Shot. When this card enters play, until the end of the turn the next damage inflicted on subject is reduced to 0. Subject gains +2 Fighting.	
Yu Canghai	yearofthegoat	yu_canghai_yotg	Character	Eaters of the Lotus	Petal Mastermind	5	{lot}{lot}{lot}	{lot}	6	0	0	Fixed	Yu Canghai Petal Mastermind	Unique. Tactics. Attacking Characters you control gain Lethal.	
Zhenmushou	yearofthegoat	zhenmushou_yotg	State	Eaters of the Lotus	State	1	{lot}{mag}		0	0	0	Fixed	Zhenmushou	Play on a Site you control. Turn this card and target an attacking or intercepting Character :: Inflict 1 non-combat damage on subject, and 2 non-combat damage on target.	
Zhuha	yearofthegoat	zhuha_yotg	Character	Eaters of the Lotus	Toad Demon	4	{lot}{lot}{lot}	{lot}	8	0	0	Fixed	Zhuha Toad Demon	Corrupted. Cannot turn to heal.	
